objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Star Wars: Rébellion","187645","9","3","0","1","0","0","0","0","0","0","0","1","","","","","","38196331","8.16786","8.42245","3.7531","10","57619","thing","Star Wars: Rebellion","2","4","240","240","180","2016","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","K2A","2024-09-09","","","",""
"Star Wars: Rébellion – L'Avènement de l'Empire","226840","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","54243063","7.75837","8.86431","3.6887","0","20693","thing","Star Wars: Rebellion – Rise of the Empire","2","4","240","240","180","2018","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","BoiteBase","","Fantasy Flight Games","French","2018","French edition"
"Star Wars: Unlimited","387866","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","117240931","6.8897","8.05353","2.3333","631","5330","thing","Star Wars: Unlimited","2","4","20","20","20","2024","2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Stone Age: The New Huts","38876","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","12896703","5.94094","7.37569","2.2292","0","1681","thing","Stone Age: The New Huts","2","4","60","60","60","2008","2,3,4","4","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Strike","123570","0","8","0","1","0","0","0","0","0","0","0","1","","","","","","43654458","6.51853","6.99189","1.0231","1284","8696","thing","Strike","2","5","15","15","15","2012","2,3,4,5","4,5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","A2","2021-07-11","","","",""
"Stroganov","323156","7.5","0","0","1","0","0","0","0","0","0","0","3","Kickstarter","","","","","79558497","6.38988","7.27672","3.3388","1618","5037","thing","Stroganov","1","4","90","90","90","2021","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Stroganov: Turukhan","387401","0","0","0","1","0","0","0","0","0","0","0","3","Kickstarter","","","","","108652396","5.56071","8.24278","3.3333","0","590","thing","Stroganov: Turukhan","1","4","120","120","60","2024","4","4","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Game Brewer","English","2024","English edition"
"Stronghold: Heroes","85945","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","13096444","5.55915","6.80435","3.25","0","870","thing","Stronghold: Heroes","2","4","120","120","120","2010","","","16+","No necessary in-game text","","","","","","expansion","","","","","","","","","Mat","","","","","",""
"Stupor Mundi: Master Print Edition","441628","8.5","0","0","1","0","0","0","0","0","0","0","3","","Another very good game from Quined Games, maybe not as deep as Carnegie, but a very well put game with some nice decision space.","","","","131813571","5.82136","8.08201","3.4762","0","939","thing","Stupor Mundi: Master Print Edition","1","4","150","150","90","2025","1,2,3,4","2,4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Quined Games","French","2025","French baron edition"
"Sub Terra","204472","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","92552056","6.78027","7.36268","2.131","784","10214","thing","Sub Terra","1","6","60","60","60","2019","1,2,3,4,5,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Nuts! Publishing","French","2019","French edition"
"Suburbia","123260","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","17082000","7.27607","7.45357","2.7559","251","31512","thing","Suburbia","1","4","90","90","60","2022","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","DESK","2024-09-12","Lucky Duck Games","French","2022","French second edition"
"Suburbia: Con Tiles","176806","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50802754","5.59126","6.77176","3","0","1155","thing","Suburbia: Con Tiles","1","4","90","90","45","2015","1,2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Bézier Games","English","2015","English edition"
"Sunrise Lane","394334","7","1","0","1","0","0","0","0","0","0","0","3","BGBliss","","","","","108649021","6.06496","7.01113","1.4412","2840","2778","thing","Sunrise Lane","2","4","45","45","45","2023","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Horrible Guild","English","2023","English edition"
"Super Mega Lucky Box","341530","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","139828662","6.47598","6.9696","1.2593","1382","6995","thing","Super Mega Lucky Box","1","6","20","20","20","2022","2,3,4,5,6","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Cocktail Games","French","2022","French edition"
"Survive: Escape from Atlantis! – 5-6 Player Mini Expansion","96323","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","18720516","6.3009","7.4004","1.5645","0","6403","thing","Survive: Escape from Atlantis! – 5-6 Player Mini Expansion","2","6","45","45","45","2013","3,4,5,6","6","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Stronghold Games","English","2013","English 30th anniversary edition"
"Survive: Escape from Atlantis! – Dolphins & Dive Dice Mini Expansion","138745","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","18720534","5.99718","7.19816","1.6429","0","4264","thing","Survive: Escape from Atlantis! – Dolphins & Dive Dice Mini Expansion","2","4","60","60","60","2013","2,3,4","3,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Stronghold Games","English","2013","English 30th anniversary edition"
"Survive: Escape from Atlantis! – The Giant Squid Mini Expansion","85990","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","18720522","6.13797","7.08824","1.4839","0","6251","thing","Survive: Escape from Atlantis! – The Giant Squid Mini Expansion","2","4","60","60","60","2013","2,3,4","4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Stronghold Games","English","2013","English 30th anniversary edition"
"Sushi Go!","133473","0","5","0","1","0","0","0","0","0","0","0","3","","","","","","103896859","6.86861","6.98128","1.1642","660","98440","thing","Sushi Go!","2","5","15","15","15","2015","3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Cocktail Games","French","2015","French first edition"
"Sweet Lands","425445","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132008841","6.52234","8.17283","4.1604","1274","3275","thing","Sweet Lands","1","4","200","200","100","2025","1,2,3","2","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","uchibacoya","English; Japanese","2025","English/Japanese edition"
"Sweet Mess: Pastry Competition","376363","0","0","0","1","0","0","0","0","0","0","0","3","Gamefound/ Pledge manager de Uncounscious Mind Gamefound","","","","","103808908","5.76141","7.04183","2.8095","5290","1693","thing","Sweet Mess: Pastry Competition","1","4","90","90","45","2024","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Fantasia Games; PIKA Games","English","2024","English edition"
"Switch & Signal","317311","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","93387739","6.23067","7.08576","2.0909","2119","4081","thing","Switch & Signal","2","4","45","45","45","2022","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","A7","2022-06-05","KOSMOS","English","2022","English edition"
"Tabriz","349369","0","0","0","1","0","0","0","0","0","0","0","1","Gamefound","","","","","99133881","5.84705","7.23764","2","4331","1639","thing","Tabriz","1","5","60","60","30","2025","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Take Time","440540","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","139247233","6.87442","7.74355","1.7755","646","9051","thing","Take Time","2","4","30","30","30","2025","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Libellud","English; French","2025","French/English edition"
"Takenoko","70919","7.5","7","0","1","0","0","0","0","0","0","0","4","","","","","","14092099","7.05676","7.19737","1.9743","441","77934","thing","Takenoko","2","4","45","45","45","2011","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","A5","2024-09-17","","","",""
"Takenoko: Chibis","174095","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","29827910","6.76795","7.51775","1.8837","0","18452","thing","Takenoko: Chibis","2","4","45","0","45","2015","2,3,4","3,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","A2","","Bombyx","French","2015","French first edition"
"Tara: Ireland's Royal Board Game","19665","0","5","0","1","0","0","0","0","0","0","0","3","","","","","","104107662","5.57696","6.19474","2.0741","10791","964","thing","Tara: Ireland's Royal Board Game","2","2","30","30","20","2006","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","ABACUSSPIELE; Gigamic; Tailten Games","Dutch; English; French; German; Italian; Spanish","2006","Second edition"
"Targi","118048","8","9","0","1","0","0","0","0","0","0","0","1","","","","","","24170940","7.40126","7.5879","2.3428","175","44233","thing","Targi","2","2","60","60","60","2012","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","A2","2024-09-12","","","",""
"Targui: l'extension","202453","0","0","0","1","0","0","0","0","0","0","0","1","Philibert","","","","","119494943","6.60342","8.08622","2.5946","0","9926","thing","Targi: The Expansion","2","2","60","60","60","2016","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Tea Garden","422042","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","122117659","6.3539","7.56423","3.0625","1701","3608","thing","Tea Garden","2","4","120","120","90","2025","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Albi; Capstone Games","English","2025","Capstone Games English edition"
"Tekhenu: Obelisk of the Sun","297030","8","0","0","1","0","0","0","0","0","0","0","3","BoardGameBliss","","","","","67197556","7.06174","7.65896","4.068","434","12422","thing","Tekhenu: Obelisk of the Sun","1","4","120","120","60","2020","1,2,3,4","3","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","B4","2024-09-17","Board&Dice","English","2020","English edition"
"Telestrations","46213","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","65320060","7.14561","7.37692","1.0697","350","32443","thing","Telestrations","4","8","30","30","30","2017","5,6,7,8","8","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Randolph","French","2017","French Quebecoise edition"
"TEN","335609","8","1","0","1","0","0","0","0","0","0","0","3","La Pioche","","","","","82248439","6.39565","6.99617","1.4405","1598","7499","thing","TEN","1","5","30","30","15","2021","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","P1","","Alderac Entertainment Group","English","2021","English edition"
"Tenby","407233","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","144740903","6.14851","7.67901","2.1515","2438","2528","thing","Tenby","1","5","60","60","30","2025","1,2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Cosy Cub Games; Mighty Boards","English","2025","English retail edition"
"Teotihuacan: City of Gods","229853","9","4","0","1","0","0","0","0","0","0","0","2","","","","","","48103050","7.56236","7.8331","3.7811","110","28927","thing","Teotihuacan: City of Gods","1","4","120","120","90","2018","1,2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","B4","2024-09-09","","","",""
"Teotihuacan: Dice Settlers Promo","262936","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","56271622","5.62665","7.50272","4","0","1503","thing","Teotihuacan: Dice Settlers Promo","1","4","120","120","90","2018","","","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Teotihuacan: Expansion Period","316777","0","0","0","1","0","0","0","0","0","0","0","1","BoardGameBliss","","","","","82563428","6.0629","8.19124","3.875","0","4526","thing","Teotihuacan: Expansion Period","1","4","120","120","90","2021","3,4","3,4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Teotihuacan: Late Preclassic Period","270364","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","58739219","6.6414","8.16769","3.8704","0","8473","thing","Teotihuacan: Late Preclassic Period","1","4","120","120","90","2019","1,2,3,4","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Teotihuacan: Shadow of Xitle","293473","0","0","0","1","0","0","0","0","0","0","0","1","BoardGameBliss","","","","","80319842","6.27895","8.09807","3.5455","0","5853","thing","Teotihuacan: Shadow of Xitle","1","4","120","120","90","2020","1,2,3,4","3,4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Terraforming Mars: Expédition Arès","328871","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","94159536","7.37042","7.63254","2.9243","194","40218","thing","Terraforming Mars: Ares Expedition","1","4","60","60","45","2022","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","C1-B","2024-09-12","Intrafin Games","French","2022","French edition"
"Terraforming Mars: The Dice Game – Promos","380939","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110126138","5.60081","7.58244","2.2","0","1271","thing","Terraforming Mars: The Dice Game – Promos","1","4","45","45","45","2023","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","FryxGames; Stronghold Games","English","2023","English edition"
"Terres d'Arle","159675","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","53206192","7.59128","8.02214","3.847","103","19082","thing","Fields of Arle","1","2","120","120","60","2014","1,2","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","B3","2022-02-13","Filosofia Éditions","French","2014","French first edition"
"That's Pretty Clever!","244522","0","22","0","1","0","0","0","0","0","0","0","1","","","","","","53901585","7.35998","7.54898","1.8508","206","46966","thing","That's Pretty Clever!","1","4","30","30","30","2018","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Island","2653","6","12","0","1","0","0","0","0","0","0","0","3","","","","","","17959047","7.10921","7.3063","1.693","379","41724","thing","Survive: Escape from Atlantis!","2","4","60","60","45","2012","3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","ML","2024-09-17","asmodee; Stronghold Games","French","2012","Asmodee French edition"
"Thebes","30869","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","13584884","6.79609","7.11794","2.1532","761","12559","thing","Thebes","2","4","60","60","60","2007","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","B6","2021-07-11","","","",""
"Thebes: The Tomb Raiders","114387","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","27015298","5.88801","6.84609","2.0189","3980","1779","thing","Thebes: The Tomb Raiders","2","4","30","30","30","2013","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tholos","341753","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","124683883","5.76592","7.23281","1.8182","5224","824","thing","Tholos","2","2","25","25","15","2021","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Through the Desert","503","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115822314","6.97074","7.19008","2.1626","532","21114","thing","Through the Desert","2","5","45","45","45","2024","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Allplay","English","2024","English edition 2024"
"Through the Desert: Bazaar","399973","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115822315","5.59279","7.31063","2.3333","0","1679","thing","Through the Desert: Bazaar","2","5","45","45","45","2024","2,3,4,5","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Allplay","English","2024","English edition"
"Thunder Road: Vendetta – Maximum Chrome","355997","0","0","0","1","0","0","0","0","0","0","0","3","GamesOn Tabletop","","","","","121214461","7.10889","8.68297","2.25","0","7334","thing","Thunder Road: Vendetta – Maximum Chrome","2","5","75","75","45","2023","3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Restoration Games","English","2023","English edition"
"Thurn and Taxis: All Roads Lead to Rome","33261","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","15335694","5.74254","6.43799","2.129","0","3083","thing","Thurn and Taxis: All Roads Lead to Rome","2","4","60","60","60","2008","2,3,4","3","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rio Grande Games","English","2008","English edition"
"Thurn and Taxis: Power and Glory","27690","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","15335696","6.30895","7.17724","2.3105","0","5385","thing","Thurn and Taxis: Power and Glory","2","4","60","60","60","2007","2,3,4","4","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Thurn et Taxis : l'aventure postale","21790","0","9","0","1","0","0","0","0","0","0","0","3","","Découverte pour un jeux familial, très bien pensée et comparable aux Aventuriers du Rail. J'adore!","","","","13704194","6.90863","7.09288","2.2562","608","24516","thing","Thurn and Taxis","2","4","60","60","60","2006","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Hans im Glück; Schmidt Spiele","French","2006","French edition"
"Thurn und Taxis: Der Kurier der Fürstin","25293","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","15335935","5.69179","6.76818","1.9111","0","1443","thing","Thurn und Taxis: Der Kurier der Fürstin","2","4","45","45","45","2006","2,3,4","3,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","W. Nostheide Verlag GmbH","German","2006","German edition"
"Ticket to Ride Map Collection 3: The Heart of Africa","131188","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","16882186","6.59203","7.3609","2.0442","0","11198","thing","Ticket to Ride Map Collection 3: The Heart of Africa","2","5","60","60","30","2012","2,3,4,5","4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Ticket to Ride Map Collection 5: United Kingdom & Pennsylvania","182078","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","29827904","7.27342","7.98438","2.3086","0","17388","thing","Ticket to Ride Map Collection 5: United Kingdom & Pennsylvania","2","5","75","75","30","2015","2,3,4,5","4","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Ticket to Ride Map Collection 6: France & Old West","233891","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","49117617","6.50021","7.5802","2.2143","0","8014","thing","Ticket to Ride Map Collection 6: France & Old West","2","6","90","90","60","2017","3,4,5,6","4,5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Ticket to Ride: New York","253284","7","7","0","1","0","0","0","0","0","0","0","1","","","","","","51700096","6.52514","6.8805","1.2667","1265","18109","thing","Ticket to Ride: New York","2","4","15","15","10","2018","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","MÉLIANE","","","","",""
"Tikal","54","7.5","3","0","1","0","0","0","0","0","0","0","3","","","","","","11656698","7.10747","7.31693","2.7775","384","29413","thing","Tikal","2","4","90","90","90","2016","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Super Meeple","French","2016","Super Meeple French edition"
"Tiletum","351913","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","96618771","7.2205","7.85423","3.3889","285","10654","thing","Tiletum","1","4","100","100","60","2022","1,2,3","2,3","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","B4","2024-09-17","Board&Dice; Pixie Games","French","2022","French edition"
"Tiletum: La Ruée Vers l'Argent","434042","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","134140159","5.74719","8.28077","3.8421","0","1475","thing","Tiletum: Prospect for Silver","1","4","100","100","60","2025","1,2,3","3","14+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Pixie Games","French","2025","French edition"
"Timeline Twist","379290","6.5","0","0","1","0","0","0","0","0","0","0","1","","","","","","111702487","5.6018","6.07112","1.3","9327","985","thing","Timeline Twist","2","6","30","30","20","2023","2,3,4,5","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Zygomatic","French","2023","French edition"
"Timeline Twist: Pop Culture","379554","6.5","0","0","1","0","0","0","0","0","0","0","1","","","","","","111702472","5.5669","6.46363","1","11614","602","thing","Timeline Twist: Pop Culture","2","6","30","30","20","2023","2,3,5","2","","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tipperary","378983","6.8","9","0","1","0","0","0","0","0","0","0","3","BGBliss","","","","","108892314","6.03795","7.21839","1.8966","2981","1331","thing","Tipperary","2","5","45","45","45","2023","1,2,3,4,5","2,3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Lookout Games","English; German","2023","English/ German edition"
"Tír na nÓg","343433","8","0","0","1","0","0","0","0","0","0","0","3","Gamefound","","","","","102056053","6.05987","7.34422","2.2","2870","2036","thing","Tír na nÓg","1","5","45","45","30","2024","1,2,3,4,5","1,3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Grand Gamers Guild","English","2024","English first edition"
"Tír na nÓg: Blessings & Burdens","428544","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132008650","0","8.24815","0","0","572","thing","Tír na nÓg: Blessings & Burdens","1","5","45","45","20","2025","","","","","","","","","","expansion","","","","","","","","","","","","Grand Gamers Guild","English","2025","English edition"
"Tír na nÓg: Subplot Expansion","413086","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132008669","0","7.76429","0","0","317","thing","Tír na nÓg: Subplot Expansion","1","5","45","45","30","2024","","","","","","","","","","expansion","","","","","","","","","","","","Grand Gamers Guild","English","2024","English edition"
"Tír na nÓg: Tower Promo Cards","415918","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132008665","0","7.92308","0","0","243","thing","Tír na nÓg: Tower Promo Cards","1","5","45","45","30","2024","","","","","","","","","","expansion","","","","","","","","","","","","Grand Gamers Guild","English","2024","English edition"
"Tobago","42215","7.5","4","0","1","0","0","0","0","0","0","0","3","","","","","","12849937","6.83114","7.09562","2.1359","718","15253","thing","Tobago","2","4","60","60","60","2009","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","A6","2021-07-11","","","",""
"Tobago: Volcano","319398","0","0","0","1","0","0","0","0","0","0","0","3","BoardGameBliss","","","","","74549418","5.73513","7.51057","2","0","1832","thing","Tobago: Volcano","2","4","45","45","45","2020","3,4","4","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Zoch Verlag","English; French; German","2020","Multilingual edition"
"Tokaido","123540","0","7","0","1","0","0","0","0","0","0","0","3","","","","","","15808344","6.73859","6.90989","1.7424","850","44889","thing","Tokaido","1","5","45","45","45","2012","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Funforge","French","2012","French first edition"
"Tokaido: Crossroads","144384","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","48103910","6.49734","7.47166","1.8851","0","8884","thing","Tokaido: Crossroads","2","5","45","45","45","2013","2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Tolleno","434131","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","136610373","5.52799","6.03947","2","17172","220","thing","Tolleno","2","4","48","48","24","2025","2,3,4","2","8+","","","","","","","standalone","","","","","","","","","","","","Sit Down!","Dutch; English; French; German","2025","DUT/ENG/FRE/GER edition"
"Tombouctou","691","0","5","0","1","0","0","0","0","0","0","0","3","","","","","","11656915","5.99818","6.63579","2.7802","3197","2435","thing","Timbuktu","3","5","60","60","60","2005","3,4,5","5","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","A1","2021-07-11","Queen Games","English; French; German; Spanish","2005","Queen multilingual edition"
"Les Tours Ambulantes","355483","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","116216161","6.82602","7.32767","1.5816","723","12744","thing","Wandering Towers","1","6","30","30","30","2022","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Oya","French","2022","French edition"
"Trails of Tucana","283864","8","19","0","1","0","0","0","0","0","0","0","3","BoardGameBliss","We like this one a lot!","","","","70861138","6.77173","7.3577","1.2721","802","8672","thing","Trails of Tucana","1","8","15","15","15","2019","1,2,3,4,5,6,7,8","3,4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","A2","2021-07-11","Aporta Games","English","2019","English edition"
"Trails of Tucana: Ferry","340679","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111288445","5.71897","7.51201","2.25","0","1298","thing","Trails of Tucana: Ferry","1","8","0","0","0","2021","1,2,3,4,5,6,7,8","2,3,4,5,6","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Aporta Games","English","2021","English edition"
"Trains","121408","7","0","0","1","0","0","0","0","0","0","0","1","","","","","","27569430","6.75719","7.11419","2.3798","820","10879","thing","Trains","2","4","45","45","45","2014","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","A7","2021-07-11","Filosofia Éditions","French","2014","French edition"
"Trains: Map Pack 1 – Germany/Northeastern USA","131324","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","27569452","5.7056","7.37768","2.3636","0","1506","thing","Trains: Map Pack 1 – Germany/Northeastern USA","2","4","45","45","45","2012","2,3,4","4","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Trains: Map Pack 2 – Europe/Italy/California","174499","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","27569465","5.63078","7.57124","2.5","0","879","thing","Trains: Map Pack 2 – Europe/Italy/California","2","4","45","0","45","2015","2,3,4","2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Trajan","102680","8.5","0","0","1","0","0","0","0","0","0","0","3","","","","","","14550166","7.46375","7.74237","3.6269","149","22380","thing","Trajan","2","4","120","120","60","2011","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","B3","2024-09-12","","","",""
"Les Tribus du Vent","362986","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","105595739","6.54666","7.31007","2.6541","1208","6895","thing","Tribes of the Wind","2","5","90","90","40","2022","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","La Boîte de Jeu","French","2022","French edition"
"Trickerion: Arcane Arts","441341","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","138965443","5.60661","8.14028","4.4","0","1707","thing","Trickerion: Arcane Arts","1","4","180","180","60","2025","2,3,4","3,4","16+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Mindclash Games","English","2025","English edition"
"Trickerion: Collector's Edition","255668","9","1","0","1","0","0","0","0","0","0","0","3","Kickstarter","","","","","56287512","7.29064","8.72534","4.4834","0","7639","thing","Trickerion: Collector's Edition","1","4","180","180","60","2019","1,2,3,4","3,4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","C2","","","","",""
"Trickerion: Dahlgaard's Academy","244358","0","0","0","1","0","0","0","0","0","0","0","3","Kickstarter Juillet 2019","","","","","49063155","6.24012","8.52648","4.7042","0","4753","thing","Trickerion: Dahlgaard's Academy","1","4","180","180","60","2019","1,2,3,4","3","14+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
